,Label,ImagePath
3285,881-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/R/S5881R06.jpg
3286,881-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/R/S5881R05.jpg
3287,881-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/R/S5881R04.jpg
3288,881-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/R/S5881R03.jpg
3289,881-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/R/S5881R02.jpg
3290,881-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/L/S5881L00.jpg
3291,881-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/L/S5881L08.jpg
3292,881-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/L/S5881L04.jpg
3293,881-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/L/S5881L07.jpg
3294,881-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/L/S5881L01.jpg
3295,881-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/L/S5881L06.jpg
3296,881-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/L/S5881L09.jpg
3297,881-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/L/S5881L02.jpg
3298,881-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/L/S5881L03.jpg
3299,881-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/881/L/S5881L05.jpg
3300,218-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/R/S5218R05.jpg
3301,218-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/R/S5218R00.jpg
3302,218-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/R/S5218R01.jpg
3303,218-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/R/S5218R07.jpg
3304,218-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/R/S5218R09.jpg
3305,218-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/R/S5218R04.jpg
3306,218-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/R/S5218R08.jpg
3307,218-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/R/S5218R03.jpg
3308,218-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/R/S5218R06.jpg
3309,218-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/R/S5218R02.jpg
3310,218-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/L/S5218L02.jpg
3311,218-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/L/S5218L05.jpg
3312,218-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/L/S5218L01.jpg
3313,218-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/L/S5218L07.jpg
3314,218-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/L/S5218L08.jpg
3315,218-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/L/S5218L04.jpg
3316,218-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/L/S5218L09.jpg
3317,218-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/L/S5218L03.jpg
3318,218-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/L/S5218L00.jpg
3319,218-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/218/L/S5218L06.jpg
3320,000-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/R/S5000R01.jpg
3321,000-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/R/S5000R05.jpg
3322,000-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/R/S5000R02.jpg
3323,000-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/R/S5000R08.jpg
3324,000-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/R/S5000R06.jpg
3325,000-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/R/S5000R03.jpg
3326,000-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/R/S5000R00.jpg
3327,000-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/R/S5000R09.jpg
3328,000-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/R/S5000R07.jpg
3329,000-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/R/S5000R04.jpg
3330,000-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/L/S5000L03.jpg
3331,000-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/L/S5000L00.jpg
3332,000-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/L/S5000L09.jpg
3333,000-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/L/S5000L01.jpg
3334,000-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/L/S5000L05.jpg
3335,000-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/L/S5000L06.jpg
3336,000-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/L/S5000L02.jpg
3337,000-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/L/S5000L07.jpg
3338,000-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/L/S5000L08.jpg
3339,000-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/000/L/S5000L04.jpg
3340,127-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/R/S5127R00.jpg
3341,127-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/R/S5127R06.jpg
3342,127-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/R/S5127R05.jpg
3343,127-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/R/S5127R01.jpg
3344,127-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/R/S5127R04.jpg
3345,127-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/R/S5127R02.jpg
3346,127-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/R/S5127R07.jpg
3347,127-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/R/S5127R08.jpg
3348,127-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/R/S5127R09.jpg
3349,127-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/R/S5127R03.jpg
3350,127-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/L/S5127L08.jpg
3351,127-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/L/S5127L00.jpg
3352,127-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/L/S5127L09.jpg
3353,127-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/L/S5127L01.jpg
3354,127-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/L/S5127L05.jpg
3355,127-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/L/S5127L03.jpg
3356,127-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/L/S5127L04.jpg
3357,127-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/L/S5127L07.jpg
3358,127-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/L/S5127L02.jpg
3359,127-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/127/L/S5127L06.jpg
3360,150-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/R/S5150R01.jpg
3361,150-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/R/S5150R02.jpg
3362,150-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/R/S5150R08.jpg
3363,150-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/R/S5150R04.jpg
3364,150-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/R/S5150R06.jpg
3365,150-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/R/S5150R05.jpg
3366,150-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/R/S5150R00.jpg
3367,150-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/R/S5150R03.jpg
3368,150-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/R/S5150R07.jpg
3369,150-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/R/S5150R09.jpg
3370,150-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/L/S5150L08.jpg
3371,150-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/L/S5150L02.jpg
3372,150-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/L/S5150L01.jpg
3373,150-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/L/S5150L03.jpg
3374,150-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/L/S5150L07.jpg
3375,150-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/L/S5150L04.jpg
3376,150-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/L/S5150L00.jpg
3377,150-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/L/S5150L06.jpg
3378,150-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/L/S5150L09.jpg
3379,150-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/150/L/S5150L05.jpg
3380,618-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/R/S5618R06.jpg
3381,618-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/R/S5618R03.jpg
3382,618-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/R/S5618R09.jpg
3383,618-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/R/S5618R08.jpg
3384,618-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/R/S5618R02.jpg
3385,618-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/R/S5618R00.jpg
3386,618-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/R/S5618R04.jpg
3387,618-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/R/S5618R01.jpg
3388,618-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/R/S5618R05.jpg
3389,618-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/R/S5618R07.jpg
3390,618-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/L/S5618L09.jpg
3391,618-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/L/S5618L02.jpg
3392,618-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/L/S5618L04.jpg
3393,618-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/L/S5618L00.jpg
3394,618-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/L/S5618L07.jpg
3395,618-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/L/S5618L08.jpg
3396,618-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/L/S5618L06.jpg
3397,618-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/L/S5618L01.jpg
3398,618-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/L/S5618L05.jpg
3399,618-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/618/L/S5618L03.jpg
3400,443-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/R/S5443R03.jpg
3401,443-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/R/S5443R01.jpg
3402,443-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/R/S5443R04.jpg
3403,443-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/R/S5443R08.jpg
3404,443-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/R/S5443R05.jpg
3405,443-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/R/S5443R00.jpg
3406,443-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/R/S5443R07.jpg
3407,443-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/R/S5443R02.jpg
3408,443-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/R/S5443R09.jpg
3409,443-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/R/S5443R06.jpg
3410,443-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/L/S5443L09.jpg
3411,443-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/L/S5443L01.jpg
3412,443-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/L/S5443L07.jpg
3413,443-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/L/S5443L02.jpg
3414,443-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/L/S5443L06.jpg
3415,443-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/L/S5443L05.jpg
3416,443-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/L/S5443L00.jpg
3417,443-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/L/S5443L03.jpg
3418,443-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/L/S5443L04.jpg
3419,443-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/443/L/S5443L08.jpg
3420,503-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/R/S5503R02.jpg
3421,503-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/R/S5503R05.jpg
3422,503-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/R/S5503R00.jpg
3423,503-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/R/S5503R08.jpg
3424,503-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/R/S5503R04.jpg
3425,503-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/R/S5503R06.jpg
3426,503-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/R/S5503R01.jpg
3427,503-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/R/S5503R03.jpg
3428,503-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/R/S5503R07.jpg
3429,503-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/R/S5503R09.jpg
3430,503-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/L/S5503L03.jpg
3431,503-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/L/S5503L05.jpg
3432,503-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/L/S5503L06.jpg
3433,503-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/L/S5503L07.jpg
3434,503-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/L/S5503L01.jpg
3435,503-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/L/S5503L00.jpg
3436,503-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/L/S5503L09.jpg
3437,503-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/L/S5503L08.jpg
3438,503-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/L/S5503L04.jpg
3439,503-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/503/L/S5503L02.jpg
3440,379-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/R/S5379R05.jpg
3441,379-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/R/S5379R06.jpg
3442,379-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/R/S5379R03.jpg
3443,379-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/R/S5379R07.jpg
3444,379-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/R/S5379R09.jpg
3445,379-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/R/S5379R04.jpg
3446,379-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/R/S5379R00.jpg
3447,379-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/R/S5379R02.jpg
3448,379-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/R/S5379R01.jpg
3449,379-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/R/S5379R08.jpg
3450,379-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/L/S5379L03.jpg
3451,379-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/L/S5379L04.jpg
3452,379-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/L/S5379L00.jpg
3453,379-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/L/S5379L08.jpg
3454,379-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/L/S5379L09.jpg
3455,379-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/L/S5379L06.jpg
3456,379-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/L/S5379L07.jpg
3457,379-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/L/S5379L02.jpg
3458,379-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/L/S5379L01.jpg
3459,379-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/379/L/S5379L05.jpg
3460,214-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/R/S5214R06.jpg
3461,214-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/R/S5214R08.jpg
3462,214-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/R/S5214R07.jpg
3463,214-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/R/S5214R04.jpg
3464,214-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/R/S5214R05.jpg
3465,214-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/R/S5214R09.jpg
3466,214-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/R/S5214R01.jpg
3467,214-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/R/S5214R00.jpg
3468,214-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/R/S5214R02.jpg
3469,214-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/R/S5214R03.jpg
3470,214-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/L/S5214L01.jpg
3471,214-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/L/S5214L05.jpg
3472,214-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/L/S5214L06.jpg
3473,214-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/L/S5214L08.jpg
3474,214-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/L/S5214L03.jpg
3475,214-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/L/S5214L04.jpg
3476,214-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/L/S5214L02.jpg
3477,214-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/L/S5214L07.jpg
3478,214-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/L/S5214L00.jpg
3479,214-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/214/L/S5214L09.jpg
3480,585-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/R/S5585R04.jpg
3481,585-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/R/S5585R05.jpg
3482,585-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/R/S5585R03.jpg
3483,585-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/R/S5585R09.jpg
3484,585-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/R/S5585R07.jpg
3485,585-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/R/S5585R00.jpg
3486,585-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/R/S5585R06.jpg
3487,585-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/R/S5585R02.jpg
3488,585-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/R/S5585R01.jpg
3489,585-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/R/S5585R08.jpg
3490,585-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/L/S5585L00.jpg
3491,585-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/L/S5585L06.jpg
3492,585-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/L/S5585L04.jpg
3493,585-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/L/S5585L07.jpg
3494,585-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/L/S5585L03.jpg
3495,585-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/L/S5585L05.jpg
3496,585-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/L/S5585L08.jpg
3497,585-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/L/S5585L09.jpg
3498,585-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/L/S5585L02.jpg
3499,585-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/585/L/S5585L01.jpg
3500,533-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/R/S5533R08.jpg
3501,533-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/R/S5533R03.jpg
3502,533-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/R/S5533R05.jpg
3503,533-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/R/S5533R07.jpg
3504,533-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/R/S5533R09.jpg
3505,533-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/R/S5533R01.jpg
3506,533-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/R/S5533R02.jpg
3507,533-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/R/S5533R00.jpg
3508,533-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/R/S5533R06.jpg
3509,533-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/R/S5533R04.jpg
3510,533-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/L/S5533L04.jpg
3511,533-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/L/S5533L02.jpg
3512,533-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/L/S5533L09.jpg
3513,533-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/L/S5533L08.jpg
3514,533-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/L/S5533L06.jpg
3515,533-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/L/S5533L01.jpg
3516,533-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/L/S5533L03.jpg
3517,533-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/L/S5533L07.jpg
3518,533-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/L/S5533L05.jpg
3519,533-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/533/L/S5533L00.jpg
3520,815-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/R/S5815R03.jpg
3521,815-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/R/S5815R09.jpg
3522,815-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/R/S5815R08.jpg
3523,815-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/R/S5815R00.jpg
3524,815-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/R/S5815R05.jpg
3525,815-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/R/S5815R07.jpg
3526,815-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/R/S5815R06.jpg
3527,815-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/R/S5815R02.jpg
3528,815-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/R/S5815R04.jpg
3529,815-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/R/S5815R01.jpg
3530,815-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/L/S5815L01.jpg
3531,815-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/L/S5815L00.jpg
3532,815-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/L/S5815L02.jpg
3533,815-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/L/S5815L07.jpg
3534,815-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/L/S5815L09.jpg
3535,815-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/L/S5815L03.jpg
3536,815-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/L/S5815L06.jpg
3537,815-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/L/S5815L05.jpg
3538,815-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/L/S5815L08.jpg
3539,815-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/815/L/S5815L04.jpg
3540,415-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/415/R/S5415R04.jpg
3541,415-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/415/R/S5415R03.jpg
3542,415-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/415/R/S5415R06.jpg
3543,415-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/415/R/S5415R00.jpg
3544,415-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/415/R/S5415R09.jpg
3545,415-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/415/R/S5415R07.jpg
3546,415-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/415/R/S5415R01.jpg
3547,415-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/415/R/S5415R05.jpg
